"name","category","subcategory","url","Sow/ plant outdoors","Article number","Portion contents","Suitable for professional cultivation","Thousand grain weight","Plant outdoors","Harvest","Pre-cultivation","Distances","Sowing depth","Cultivation","Spacing","Required quantity of seeds","Sowing","Blossoming period","Planting","Distance","Propagator","Thousand seeds mass","Required quantity","Sowing outdoors","Distances approx.","1stharvest","Germination temperature","1st harvest","Prpagator","Sow/ plant in greenhouse","Direct sowing","Development time approx.","Precision seeds","Thousand seeds mass","Sowing direct outside","Harvesting","Sowing/Pre-culttivation","Thousand grain mass","Ripening period","Distance        Ko49:","Ko51","to a scale of 10 0 (mild) – 10 (extremely hot)."
"Marjoram (Dost)","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/marjoram_dost/","[10,11,12]","Kr25","0.3 g",true,"0.15 g",,"[11,12,13,14,15,16]","[7,8,9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lavander","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/lavander/","[9,10,11]","Kr22","für ca. 200 Pflanzen.",true,"0.74 g",,"[13,14,15,16]","[4,5,6,7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sage","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/sage/","[9,10,11,12,13,14]","Kr28","100 Pflanzen",true,"8.24 g",,"[10,11,12,13,14,15,16,17,18]","[4,5,6,7,8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thyme","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/thyme/","[8,9,10,11,12,13,14]","Kr33","für ca. 350 Pflanzen",true,"0.24 g",,"[11,12,13,14,15,16,17,18,19]","[6,7,8,9,10]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marjoram, French","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/marjoram_french/","[9,10,11,12]","Kr24","ca. 500 Pflanzen",true,"0.15 g",,"[11,12,13,14,15,16,17,18]","[6,7,8,9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Winter savoury","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/winter_savoury/","[8,9,10,11,17,18,19,20]","Kr15","0.3 g",true,"0.37 g",,"[11,12,13,14,15,16,17,18]","[5,6,7,8,9,10]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thai coriander","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/thai_coriander/","[6,7,8,9,10]","Kr38","5 g",true,"10.29 g",,"[12,13,14,15,16]","[5,6,7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lavender Hidcote Blue","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/lavendel_hidcote_blue/","[9,10,11]","Kr58","0.2 g",true,"0.80 g",,"[13,14,15,16]","[4,5,6,7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blaugrüner Winter","Leeks",,"https://www.reinsaat.at/shop/EN/leeks/blaugruener_winter/","[7,8]","Po10","f. ca. 2m² bei Direktsaat, f. ca. 20m² bei Pflanzenanzucht",true,"2.81 g",,"[1,2,3,4,5,6,7,8,9,10,11,12,23,24]","","30-50 x 15-20 cm","1-2 cm",,,,,,,,"AMA, BSA, DBO, HIS, RFE, ROS, SPE, VBZ","2-4g",,,,,"16 – 18° C",,,,,,,,,,,,,,,
"Chives, thick-leaved","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/chives_thick-leaved/","[6,7,8,9,10,11,12,13]","Kr31","0.7 g",true,"1.17 g",,"[9,10,11,12,13,14,15,16,17,18,19,20]","[5,6,7,8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coriander, small-fruited","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/coriander_small-fruited/","[6,7,8,9,10]","Kr21","7 g",true,"10.56 g",,"[12,13,14,15,16]","[5,6,7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mint-leaved bergamot","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/mint-leaved_bergamot/","[7,8,9,10]","Kr26","für ca. 450 Pflanzen",true,"0.33 g",,"[10,11,12,13,14,15,16,17,18,19]","[5,6,7,8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chives, medium-leaved","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/chives_medium-leaved/","[6,7,8,9,10,11,12,13]","Kr47","für ca. 3m²",true,"1.17 g",,"[9,10,11,12,13,14,15,16,17,18,19,20]","[5,6,7,8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oregano Samothrake","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/oregano_samothrake/","[10,11,12,13,14,15,16]","Kr46","0.05 g",true,"0.03 g",,"[11,12,13,14,15,16,17,18]","[5,6,7,8,9,10]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lemon balm","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/lemon_balm/","[8,9,10,11,12,13,14,15]","Kr34","0.3 g",true,"0.58 g",,"[8,9,10,11,12,13,14,15]","[5,6,7,8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hyssop","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/hyssop/","[9,10,11,12,13,14,15]","Kr45","für ca. 200 Pflanzen",true,"1.03 g",,"[8,9,10,11,12,13,14,15,16,17,18]","[5,6,7,8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lovage","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/lovage/","[7,8,9,10,16,17]","Kr23","ca. 20 Pflanzen",true,"2.87 g",,"[9,10,11,12,13,14,15,16,17,18]","[4,5,6,7,8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garden Rue","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/garden_rue/","[9,10,11,12]","Kr44","0.2 g",true,"2.10 g",,"[10,11,12,13,14,15,16,17,18]","[5,6,7,8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greek mountain tea","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/greek_mountain_tea/","[9,10,11,12]","Kr54","für ca. 50 Pflanzen",true,"1.38 g",,"[10,11,12,13,14,15,16,17,18]","[5,6,7,8,9,10]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garlic Chive","Culinary and aromatic herbs",,"https://www.reinsaat.at/shop/EN/culinary_and_aromatic_herbs/garlic_chive/","[6,7,8,9,10,11,12,13,14,15]","Kr48","300 Korn",true,"4.40 g",,"[10,11,12,13,14,15,16,17,18,19,20]","[4,5,6,7,8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blaugrüner Herbst","Leeks",,"https://www.reinsaat.at/shop/EN/leeks/blaugruener_herbst/",,"Po13","0.7 g",true,"2.96 g",,"[17,18,19,20,21,22]","","30-50 x 15-20 cm","1-2 cm",,,,,,,,"AMA, BSA, DBO, HIS, RFE, ROS, SPE, VBZ","2-4g",,,,,"16 – 18° C",,,,,,,,,,,,,,,
"Atlanta","Leeks",,"https://www.reinsaat.at/shop/EN/leeks/atlanta/","[5,6,7,8,9,10]","Po14","0.7 g",true,"2.51 g",,"[1,2,3,4,19,20,21,22,23,24]","","30-50 x 15-20 cm","1-2 cm",,,,,,,,"AMA, BSA, DBO, HIS, RFE, ROS, SPE, VBZ","2-4g",,,,,"16 – 18° C",,,,,,,,,,,,,,,
"Westlandse Winter","Brassica","Kale","https://www.reinsaat.at/shop/EN/brassica/kale/westlandse_winter/","[9,10,11,12,13]","Ko28","für ca. 150 Pflanzen",true,"2.44 g",,"[1,2,3,4,5,6,19,20,21,22,23,24]",,"50-65 x 50-60 cm","1-2 cm",,,"2-4 g/acre","pre-cultivation - beginning of May till mid-June",,,,"LEI, RFE, ROS","3-4 g",,,,,"15 – 20°C",,,,,,,,,,,,,,,
"Nero di Toscana","Brassica","Kale","https://www.reinsaat.at/shop/EN/brassica/kale/nero_di_toscana/","[9,10,11,12]","Ko54","0.5 g",true,"2.98 g",,"[15,16,17,18,19,20]",,"50-65 x 50-60 cm","1-2 cm",,,"2-4 g/acre","pre-cultivation - beginning of May till mid-June",,,,"LEI, RFE, ROS","3-4 g",,,,,"15 – 20°C",,,,,,,,,,,,,,,
"Halbhoher, grüner Krauser","Brassica","Kale","https://www.reinsaat.at/shop/EN/brassica/kale/halbhoher_gruener_krauser/","[9,10,11,12,13]","Ko24","0.5 g",true,"3.48 g",,"[1,2,3,4,5,6,19,20,21,22,23,24]",,"50-65 x 50-60 cm","1-2 cm",,,"2-4 g/acre","pre-cultivation - beginning of May till mid-June",,,,"LEI, RFE, ROS","3-4 g",,,,,"15 – 20°C",,,,,,,,,,,,,,,
"Winterpostelein","Lettuce","Other salads","https://www.reinsaat.at/shop/EN/lettuce/other_salads/winterpostelein/","[17,18,19,20]","Sa90","0.5 g",true,"0.62 g",,"[1,2,3,4,5,6,19,20,21,22,23,24]","[1,2,3,4,16,17,18,19]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaito","Brassica","Chinese Cabbage","https://www.reinsaat.at/shop/EN/brassica/chinese_cabbage/kaito/","[14,15]","Ko38","60 Seeds",true,"3.15 g",,"[18,19,20,21]",,"50 x 40 cm","approx. 1-1,5 cm",,,"pre-cultivation 5-10 g/acre;","mid-Juli to early August",,"Mid-July - mid-August, approx. 14 days after sowing",,"RFE","2,5-4g",,,,,,,,,,,,,,,,,,,,
"Akiko","Brassica","Chinese Cabbage","https://www.reinsaat.at/shop/EN/brassica/chinese_cabbage/akiko/","[14,15]","Ko91","50 seeds",true,"3.10 g",,"[18,19,20,21]",,"50 x 40 cm","approx. 1-1,5 cm",,,"pre-cultivation 5-10 g/acre;","mid-Juli to early August",,"Mid-July - mid-August, approx. 14 days after sowing",,"RFE","2,5-4g",,,,,,,,,,,,,,,,,,,,
"Atsuko","Brassica","Chinese Cabbage","https://www.reinsaat.at/shop/EN/brassica/chinese_cabbage/atsuko/","[14,15,16]","Ko29","60 Seeds",true,"3.46 g",,"[18,19,20,21]",,"50 x 40 cm","approx. 1-1,5 cm",,,"pre-cultivation 5-10 g/acre;","mid-Juli to early August",,"Mid-July - mid-August, approx. 14 days after sowing",,"RFE","2,5-4g",,,,,,,,,,,,,,,,,,,,
"Granaat","Brassica","Chinese Cabbage","https://www.reinsaat.at/shop/EN/brassica/chinese_cabbage/granaat/","[14,15]","Ko25","mind. 200 Korn",true,"2.98 g",,"[18,19,20,21]",,"50 x 40 cm","approx. 1-1,5 cm",,,"pre-cultivation 5-10 g/acre;","mid-Juli to early August",,"Mid-July - mid-August, approx. 14 days after sowing",,"RFE","2,5-4g",,,,,,,,,,,,,,,,,,,,
"Hiromi","Brassica","Chinese Cabbage","https://www.reinsaat.at/shop/EN/brassica/chinese_cabbage/hiromi/","[14,15]","Ko92","50 seeds",true,"3.70 g",,"[18,19,20,21]",,"50 x 40 cm","approx. 1-1,5 cm",,,"pre-cultivation 5-10 g/acre;","mid-Juli to early August",,"Mid-July - mid-August, approx. 14 days after sowing",,"RFE","2,5-4g",,,,,,,,,,,,,,,,,,,,
"Winterheckenzwiebel Cosmo","Onion, Garlic","Bunching/Spring Onions","https://www.reinsaat.at/shop/EN/onion_garlic/bunching_spring_onions/winterheckenzwiebel_cosmo/","[5,6,7,8,9,10,11,12,13,14]","Zw20","1 g",true,"2.02 g",,"[9,10,11,12,13,14,15,16,17,18,19]","","direct sowing row sowing - 20-30 x 2 cm, planting 30 x 20 cm","approx. 2 cm",,,"approx. 50g / acre",,,,,"RFE, SAT","3-4 g",,,,,,,,,"outdoors in intervals from March to July, in greenhouse in August",,,,,,,,,,,
"Ishikura Long White","Onion, Garlic","Bunching/Spring Onions","https://www.reinsaat.at/shop/EN/onion_garlic/bunching_spring_onions/ishikura_long_white/","[5,6,7,8,9,10,11,12]","Zw21","1 g",true,"1.80 g",,"[9,10,11,12,13,14,15,16,17,18,19]","","direct sowing row sowing - 20-30 x 2 cm, planting 30 x 20 cm","approx. 2 cm",,,"approx. 50g / acre",,,,,"RFE, SAT","3-4 g",,,,,,,,,"outdoors in intervals from March to July, in greenhouse in August",,,,,,,,,,,
"Nantaise 2 / Fanal","Seed tapes and seed disks",,"https://www.reinsaat.at/shop/EN/seed_tapes_and_seed_disks/nantaise_2_fanal/","[5,6,7,8,9,10,11,12]","Mö13","5m 2,5g",true,"1.27 g",,"[13,14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,"[1,2,3,4]",,,,,,,,,,,,
"Jaune du Doubs","Seed tapes and seed disks",,"https://www.reinsaat.at/shop/EN/seed_tapes_and_seed_disks/jaune_du_doubs/","[5,6,7,8,9,10,11,12]","Mö27","für 5-6m²5m 1,3g",true,"2.48 g",,"[13,14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,"[1,2,3,4]",,,,,,,,,,,,
"Skipper","Lettuce","Butterhead lettuce","https://www.reinsaat.at/shop/EN/lettuce/butterhead_lettuce/skipper/","[6,7,8,9,14,15,16]","Sa95","0.4 g",true,"1.10 g",,"[9,10,11,12,16,17,18]","[4,5]","forcing: 20x25 cm or 25x25 cm; outdoors up to 35x35 cm; direct sowing: 30-40 cm row spacing","1 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Larissa","Lettuce","Butterhead lettuce","https://www.reinsaat.at/shop/EN/lettuce/butterhead_lettuce/larissa/","[16,17]","Sa8","0.4 g",true,"1.06 g",,"[4,5,6,7,19,20,21,22]","[1,2,3,22,23,24]","forcing: 20x25 cm or 25x25 cm; outdoors up to 35x35 cm; direct sowing: 30-40 cm row spacing","1 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RS-Mö-02.22 (Mirella)","Carrots",,"https://www.reinsaat.at/shop/EN/carrots/rs-moe-02.22_mirella/","[5,6,7,8,9,10,11,12]","Mö24","2.5 g",false,"1.60 g",,"[13,14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,"[1,2,3,4]",,,,,,,,,,,,
"Schoderleer","Onion, Garlic","Onion seeds","https://www.reinsaat.at/shop/EN/onion_garlic/onion_seeds/schoderleer/","[5,6,7,8,9,10]","Zw14","3 g",false,"3.46 g",,"[14,15,16,17,18]","[4,5,6,7]","25-30 cm row spacing, transplant the plants 5 cm apart within the row","approx. 2 cm",,,"50-80g/a for the cultivation of edible onions; approx. 1000 g/a for the cultivation of onion sets. TSW 3-4g","from March to beginning of May",,,,,,,,,,,,,,,,,,,,,,,,,
"RS-Mö-22.20 (Solveig)","Carrots",,"https://www.reinsaat.at/shop/EN/carrots/rs-moe-22.20_solveig/","[5,6,7,8,9,10,11,12]","Mö28","2,5",true,"1.06 g",,"[13,14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,"[1,2,3,4]",,,,,,,,,,,,
"Všetana","Onion, Garlic","Onion seeds","https://www.reinsaat.at/shop/EN/onion_garlic/onion_seeds/v_etana/","[6,7,8,9]","Zw29","2 g",false,"4.03 g",,"[14,15,16]","[3,4,5,6,7]","25-30 cm row spacing, transplant the plants 5 cm apart within the row","approx. 2 cm",,,"50-80g/a for the cultivation of edible onions; approx. 1000 g/a for the cultivation of onion sets. TSW 3-4g","from March to beginning of May",,,,,,,,,,,,,,,,,,,,,,,,,
"RS-Mö-01.22","Carrots",,"https://www.reinsaat.at/shop/EN/carrots/rs-moe-01.22/","[5,6,7,8,9,10,11,12]","Mö23","2.5 g",true,"1.36 g",,"[13,14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,"[1,2,3,4]",,,,,,,,,,,,
"Nantaise 2 / Fanal","Carrots",,"https://www.reinsaat.at/shop/EN/carrots/nantaise_2_fanal/","[5,6,7,8,9,10,11,12]","Mö13","5m 2,5g",true,"1.27 g",,"[13,14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,"[1,2,3,4]",,,,,,,,,,,,
"Treenetaler","Carrots",,"https://www.reinsaat.at/shop/EN/carrots/treenetaler/","[5,6,7,8,9,10,11,12]","Mö8","2.5 g",true,"1.14 g",,"[13,14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,"[1,2,3,4]",,,,,,,,,,,,
"Robila","Carrots",,"https://www.reinsaat.at/shop/EN/carrots/robila/","[5,6,7,8,9,10,11,12]","Mö12","2.5 g",true,"0.97 g",,"[13,14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,"[1,2,3,4]",,,,,,,,,,,,
"Jaune du Doubs","Carrots",,"https://www.reinsaat.at/shop/EN/carrots/jaune_du_doubs/","[5,6,7,8,9,10,11,12]","Mö27","für 5-6m²5m 1,3g",true,"2.48 g",,"[13,14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,"[1,2,3,4]",,,,,,,,,,,,
"Gelbe Laaer","Onion, Garlic","Onion seeds","https://www.reinsaat.at/shop/EN/onion_garlic/onion_seeds/gelbe_laaer/","[5,6,7,8,9,10]","Zw10","3 g",true,"4.18 g",,"[14,15,16,17,18]","[4,5,6,7]","25-30 cm row spacing, transplant the plants 5 cm apart within the row","approx. 2 cm",,,"50-80g/a for the cultivation of edible onions; approx. 1000 g/a for the cultivation of onion sets. TSW 3-4g","from March to beginning of May",,,,,,,,,,,,,,,,,,,,,,,,,
"Maruschka","Carrots",,"https://www.reinsaat.at/shop/EN/carrots/maruschka/","[5,6,7,8,9,10,11,12]","Mö30","2.5 g",true,"1.21 g",,"[13,14,15,16,17,18,19,20]",,"30-40 cm depending on the variety; 2-4 cm within the row.","approx. 1-2 cm",,,"early varieties: 60-80 g/are; late varieties: 30-40 g/are; TSW 0.8-1.2 g. In order to avoid carrot flies, choose free and windy locations where the soil does not contain any raw humus over or cover the soil with a net.","under greenhouse and foil from January; outdoors from beginning of March to end of June",,,,,,,,,,,,,"[1,2,3,4]",,,,,,,,,,,,
"Stuttgarter Riesen","Onion, Garlic","Onion seeds","https://www.reinsaat.at/shop/EN/onion_garlic/onion_seeds/stuttgarter_riesen/","[5,6,7,8,9,10]","Zw12","für ca. 750 Pflanzen",true,"3.40 g",,"[14,15,16,17,18]","[4,5,6,7]","25-30 cm row spacing, transplant the plants 5 cm apart within the row","approx. 2 cm",,,"50-80g/a for the cultivation of edible onions; approx. 1000 g/a for the cultivation of onion sets. TSW 3-4g","from March to beginning of May",,,,,,,,,,,,,,,,,,,,,,,,,
"Roter Laaer","Onion, Garlic","Onion seeds","https://www.reinsaat.at/shop/EN/onion_garlic/onion_seeds/roter_laaer/","[5,6,7,8,9,10]","Zw11","3 g",true,"3.70 g",,"[14,15,16,17,18]","[4,5,6,7]","25-30 cm row spacing, transplant the plants 5 cm apart within the row","approx. 2 cm",,,"50-80g/a for the cultivation of edible onions; approx. 1000 g/a for the cultivation of onion sets. TSW 3-4g","from March to beginning of May",,,,,,,,,,,,,,,,,,,,,,,,,
"Grenada","Onion, Garlic","Onion seeds","https://www.reinsaat.at/shop/EN/onion_garlic/onion_seeds/grenada/","[5,6,7,8,9,10]","Zw31","2g",true,"4.50 g",,"[14,15,16,17,18]","[4,5,6,7]","25-30 cm row spacing, transplant the plants 5 cm apart within the row","approx. 2 cm",,,"50-80g/a for the cultivation of edible onions; approx. 1000 g/a for the cultivation of onion sets. TSW 3-4g","from March to beginning of May",,,,,,,,,,,,,,,,,,,,,,,,,
"Federica","Onion, Garlic","Onion seeds","https://www.reinsaat.at/shop/EN/onion_garlic/onion_seeds/federica/","[5,6,7,8,9,10]","Zw13","2g",true,"4.70 g",,"[14,15,16,17,18]","[4,5,6,7]","25-30 cm row spacing, transplant the plants 5 cm apart within the row","approx. 2 cm",,,"50-80g/a for the cultivation of edible onions; approx. 1000 g/a for the cultivation of onion sets. TSW 3-4g","from March to beginning of May",,,,,,,,,,,,,,,,,,,,,,,,,
"De Brunswick (dark red)","Onion, Garlic","Onion seeds","https://www.reinsaat.at/shop/EN/onion_garlic/onion_seeds/de_brunswick_dark_red/","[5,6,7,8,9,10]","Zw15","about 750 plants",true,"3.77 g",,"[14,15,16,17,18]","[4,5,6,7]","25-30 cm row spacing, transplant the plants 5 cm apart within the row","approx. 2 cm",,,"50-80g/a for the cultivation of edible onions; approx. 1000 g/a for the cultivation of onion sets. TSW 3-4g","from March to beginning of May",,,,,,,,,,,,,,,,,,,,,,,,,
"Rossa lunga di Firenze","Onion, Garlic","Onion seeds","https://www.reinsaat.at/shop/EN/onion_garlic/onion_seeds/rossa_lunga_di_firenze/","[5,6,7,8,9,10]","Zw17","2g",true,"3.45 g",,"[14,15,16,17,18]","[4,5,6,7]","25-30 cm row spacing, transplant the plants 5 cm apart within the row","approx. 2 cm",,,"50-80g/a for the cultivation of edible onions; approx. 1000 g/a for the cultivation of onion sets. TSW 3-4g","from March to beginning of May",,,,,,,,,,,,,,,,,,,,,,,,,
"Ramata di Milano","Onion, Garlic","Onion seeds","https://www.reinsaat.at/shop/EN/onion_garlic/onion_seeds/ramata_di_milano/","[5,6,7,8,9,10]","Zw18","2g",true,"4.74 g",,"[14,15,16,17,18]","[4,5,6,7]","25-30 cm row spacing, transplant the plants 5 cm apart within the row","approx. 2 cm",,,"50-80g/a for the cultivation of edible onions; approx. 1000 g/a for the cultivation of onion sets. TSW 3-4g","from March to beginning of May",,,,,,,,,,,,,,,,,,,,,,,,,
"Tosca","Onion, Garlic","Onion seeds","https://www.reinsaat.at/shop/EN/onion_garlic/onion_seeds/tosca/","[5,6,7,8,9,10]","Zw19","2g",true,"3.13 g",,"[14,15,16,17,18]","[4,5,6,7]","25-30 cm row spacing, transplant the plants 5 cm apart within the row","approx. 2 cm",,,"50-80g/a for the cultivation of edible onions; approx. 1000 g/a for the cultivation of onion sets. TSW 3-4g","from March to beginning of May",,,,,,,,,,,,,,,,,,,,,,,,,
"Avalon","Onion, Garlic","Onion seeds","https://www.reinsaat.at/shop/EN/onion_garlic/onion_seeds/avalon/","[5,6,7,8,9,10]","Zw28","2g",true,"3.13 g",,"[14,15,16,17,18]","[4,5,6,7]","25-30 cm row spacing, transplant the plants 5 cm apart within the row","approx. 2 cm",,,"50-80g/a for the cultivation of edible onions; approx. 1000 g/a for the cultivation of onion sets. TSW 3-4g","from March to beginning of May",,,,,,,,,,,,,,,,,,,,,,,,,
"Zuckerhut","Lettuce","Sugar loaf","https://www.reinsaat.at/shop/EN/lettuce/sugar_loaf/zuckerhut/","[14,15,16]","Sa70","about 250 plants",false,"1.62 g",,"[18,19,20]","[12,13,14]","25x10 cm – 30x30 cm","1 cm",,,,"mid-June to mid-July",,,,,,,,,,,,,,,,,,,,,,,,,
"Palla Rossa 3","Lettuce","Chicory salad / Radicchio","https://www.reinsaat.at/shop/EN/lettuce/chicory_salad_radicchio/palla_rossa_3/",,"Sa45","1 g",false,"1.60 g","[14,15]","[18,19,20,21]","[12,13]","25x10 cm – 30x30 cm","1 cm",,,,"mid-June to mid-July",,,,,,,,,,,,,,,,,,,,,,,,,
